"Date of Case",Reference,"Notification From","Country Origin",Product,"Product Category","Hazard Substance","Hazard Category"
"Mar 1, 2024","2024.1490",Germany,Germany,"Red cabbage in a glass","Fruits and vegetables",,
"Mar 1, 2024","2024.1488",Latvia,India,"Containing no milkfats, sucrose, isoglucose, glucose or starch or containing, by weight, less than 1,5|% milkfat, 5|% sucrose or isoglucose, 5|% glucose or starch","Dietetic foods, food supplements and fortified foods",,
"Mar 1, 2024","2024.1487",Latvia,India,"Crushed or ground","Herbs and spices",,
"Mar 1, 2024","2024.1486",Spain,Pakistan,"ARROZ PULIDO","Cereals and bakery products","Aflatoxin B1 - mycotoxins; Aflatoxins - mycotoxins","Mycotoxins; Mycotoxins"
"Mar 1, 2024","2024.1485",Germany,"Dominican Republic",Avocado,"Fruits and vegetables","Cadmium - heavy metals","Heavy metals"
"Mar 1, 2024","2024.1483",Italy,Italy,Arance,"Fruits and vegetables","Dimethoate - pesticide residues","Pesticide residues"
"Mar 1, 2024","2024.1480",Italy,Netherlands,"Carne macinata di pollo congelata/frozen poultry minced meat","Poultry meat and poultry meat products","Salmonella infantis - pathogenic micro-organisms","Pathogenic micro-organisms"
"Mar 1, 2024","2024.1479",Germany,Egypt,"Dried mallow leaves","Fruits and vegetables",,
"Mar 1, 2024","2024.0993",Malta,Philippines,"Starch based savoury flavoured snack","Cereals and bakery products",,
"Feb 29, 2024","2024.1473",Italy,China,Snacks,"Prepared dishes and snacks","Import - illegal - adulteration / fraud; Import - illegal - adulteration / fraud; Protein poultry - composition","Adulteration / fraud; Adulteration / fraud; Composition"
"Feb 29, 2024","2024.1472",Malta,Philippines,"Cheese flavoured, corn based snack","Cereals and bakery products",,
"Feb 29, 2024","2024.1471",Germany,Pakistan,Rice,"Cereals and bakery products","Acetamiprid - pesticide residues; Imidacloprid - pesticide residues","Pesticide residues; Pesticide residues"
"Feb 29, 2024","2024.1470",Italy,"Türkiye","Capers in brine","Fruits and vegetables","E 200 - sorbic acid - undeclared - food additives and flavourings; E 210 - benzoic acid - undeclared - food additives and flavourings","Food additives and flavourings; Food additives and flavourings"
"Feb 29, 2024","2024.1468",Netherlands,"Türkiye","White mulberries","Nuts, nut products and seeds","Ochratoxin A - mycotoxins",Mycotoxins
"Feb 29, 2024","2024.1467",Italy,Egypt,"In shell","Nuts, nut products and seeds","Aflatoxin B1 - mycotoxins; Aflatoxin total - mycotoxins","Mycotoxins; Mycotoxins"
"Feb 29, 2024","2024.1466",Spain,Brazil,"Bos taurus","Meat and meat products (other than poultry)",,
"Feb 29, 2024","2024.1463",Portugal,Spain,"Cooked shrimp 20-30","Crustaceans and products thereof","Sulphite - too high content - food additives and flavourings","Food additives and flavourings"
"Feb 29, 2024","2024.1462",Netherlands,Italy,"Vegan ice cream","Ices and desserts",,
"Feb 29, 2024","2024.1461",Greece,India,"Cumin seeds","Herbs and spices","Chlorpyrifos - unauthorised substance - pesticide residues; Acetamiprid - pesticide residues; Thiamethoxam - pesticide residues; Clothianidin - pesticide residues","Pesticide residues; Pesticide residues; Pesticide residues; Pesticide residues"
"Feb 29, 2024","2024.1460",Greece,Nigeria,"Sesame seeds","Nuts, nut products and seeds","Salmonella spp - pathogenic micro-organisms","Pathogenic micro-organisms"
"Feb 29, 2024","2024.1458",Greece,Uganda,"Pepper green chilli","Fruits and vegetables","Carbendazim - unauthorised substance - pesticide residues","Pesticide residues"
"Feb 29, 2024","2024.1457",Greece,Sudan,"SESAME SEEDS","Nuts, nut products and seeds",,
"Feb 29, 2024","2024.1456",Croatia,Serbia,"Pasteurized cucumbers","Fruits and vegetables","Metalaxyl - pesticide residues","Pesticide residues"
"Feb 29, 2024","2024.1455",Greece,"Türkiye","SESAME SEEDS","Nuts, nut products and seeds","Salmonella spp - pathogenic micro-organisms","Pathogenic micro-organisms"
"Feb 29, 2024","2024.1454",Greece,Sudan,"SESAME SEEDS","Nuts, nut products and seeds",,
"Feb 29, 2024","2024.1452",Germany,Egypt,"Shelled peanuts","Nuts, nut products and seeds","Aflatoxin total - mycotoxins; Aflatoxin B1 - mycotoxins","Mycotoxins; Mycotoxins"
"Feb 29, 2024","2024.1448",Germany,Egypt,"Peanuts in shell","Nuts, nut products and seeds","Aflatoxins - mycotoxins; Aflatoxin B1 - mycotoxins","Mycotoxins; Mycotoxins"
"Feb 29, 2024","2024.1444",Norway,China,"Jelly candies",Confectionery,,
"Feb 29, 2024","2024.1443",Netherlands,China,"Mini sping roles","Other food product / mixed",,
"Feb 28, 2024","2024.1439",Spain,Canada,Almejas,"Bivalve molluscs and products thereof","Norovirus - pathogenic micro-organisms","Pathogenic micro-organisms"
"Feb 28, 2024","2024.1438",Netherlands,Germany,Gokshura,"Dietetic foods, food supplements and fortified foods","Pyrrolizidine alkaloids - biological contaminants","Biological contaminants"
"Feb 28, 2024","2024.1437",Italy,,"Biscuits with pieces of milk chocolate","Cereals and bakery products",,
"Feb 28, 2024","2024.1436",Belgium,Cameroon,Pineapple,"Fruits and vegetables","Ethephon - pesticide residues","Pesticide residues"
"Feb 28, 2024","2024.1435","Czech Republic","Czech Republic","Meat product from liver","Meat and meat products (other than poultry)","Particles - foreign bodies","Foreign bodies"
"Feb 28, 2024","2024.1432",Lithuania,"United States","Food supplement","Dietetic foods, food supplements and fortified foods",,
"Feb 28, 2024","2024.1429",Belgium,Greece,"Multiple feed products for ornamental birds","Feed materials",,
"Feb 28, 2024","2024.1427",Poland,Poland,"Chicken meat","Poultry meat and poultry meat products","Salmonella infantis - pathogenic micro-organisms","Pathogenic micro-organisms"
"Feb 28, 2024","2024.1426",Spain,Egypt,"Manzanilla infusión dulce","Herbs and spices","Chlorpyriphos-ethyl - pesticide residues","Pesticide residues"
"Feb 28, 2024","2024.1424",Italy,Albania,"Seppie indopacifiche (Sepia pharaonis) congelate","Cephalopods and products thereof","Cadmium - heavy metals","Heavy metals"
"Feb 28, 2024","2024.1418",Netherlands,"United States","Twinkies and Snowballs (cakes with filling)","Other food product / mixed",,
"Feb 28, 2024","2024.1417",Germany,"United Arab Emirates","Hulled sesame seeds","Nuts, nut products and seeds","Chlorate - unauthorised substance - pesticide residues","Pesticide residues"
"Feb 28, 2024","2024.1414",Sweden,Denmark,"Garant tropisk juice, 1l","Other food product / mixed",,
"Feb 27, 2024","2024.1404",France,Vietnam,Durian,"Fruits and vegetables","Prochloraz - pesticide residues; Acetamiprid - pesticide residues; Azoxystrobin - pesticide residues; Fipronil - unauthorised substance - pesticide residues; Imidacloprid - pesticide residues; Metalaxyl - pesticide residues; Profenofos - unauthorised substance - pesticide residues; Propiconazole - pesticide residues; Pyraclostrobin - pesticide residues; Thiamethoxam - pesticide residues","Pesticide residues; Pesticide residues; Pesticide residues; Pesticide residues; Pesticide residues; Pesticide residues; Pesticide residues; Pesticide residues; Pesticide residues; Pesticide residues"
"Feb 27, 2024","2024.1403",Germany,"Türkiye","Helva mit Pistazien - helva with pistachios","Nuts, nut products and seeds","Salmonella - pathogenic micro-organisms","Pathogenic micro-organisms"
"Feb 27, 2024","2024.1402",Netherlands,Poland,Beef,"Meat and meat products (other than poultry)",,
"Feb 27, 2024","2024.1401",France,Italy,"Pizza box "" La Royale america""","Food contact materials","Lead - migration - migration; Phthalate DBP - dibutyl - migration - migration; Phthalate DIBP - diisobutyl - migration - migration","Migration; Migration; Migration"
"Feb 27, 2024","2024.1400",Spain,Peru,"TARI CREMA DE AJÍ Y CREMA DE AJÍ Y QUESO HUANCAÍNA","Soups, broths, sauces and condiments",,
"Feb 27, 2024","2024.1398",Netherlands,Croatia,"Fava bean protein isolate","Other food product / mixed","Mineral oil - industrial contaminants","Industrial contaminants"
"Feb 27, 2024","2024.1397",Belgium,France,"Alfalfa pellets","Feed materials","Chlordimeform - unauthorised substance - pesticide residues","Pesticide residues"
"Feb 27, 2024","2024.1396",Italy,China,"Vegetarian soy-based steak","Prepared dishes and snacks","Import - illegal - adulteration / fraud","Adulteration / fraud"
"Feb 27, 2024","2024.1393",Belgium,France,Sorghum,"Feed materials","Ragweed (Ambrosia spp.) seeds - too high content - composition",Composition
"Feb 27, 2024","2024.1389",Germany,"United States",Pistachios,"Nuts, nut products and seeds","Aflatoxin B1 - mycotoxins; Aflatoxin total - mycotoxins","Mycotoxins; Mycotoxins"
"Feb 27, 2024","2024.1387",Luxembourg,"United States","Early Grey Supreme","Cocoa and cocoa preparations, coffee and tea","Pyrimethanil - pesticide residues","Pesticide residues"
"Feb 27, 2024","2024.1384",Finland,Egypt,Orange,"Fruits and vegetables","Deltamethrin - pesticide residues","Pesticide residues"
"Feb 27, 2024","2024.1380",Latvia,Poland,"Vegetable salad","Fruits and vegetables",,
"Feb 27, 2024","2024.1377",France,Italy,"Pizza box ""L'olive america""","Food contact materials","Lead - migration - migration; Phthalate DEHP - di(2-ethylhexyl) - migration - migration; Phthalate DBP - dibutyl - migration - migration; Phthalate DIBP - diisobutyl - migration - migration","Migration; Migration; Migration; Migration"
"Feb 27, 2024","2024.1376",Germany,Denmark,"Energy Shot","Dietetic foods, food supplements and fortified foods","Fragments metal wire - foreign bodies","Foreign bodies"
"Feb 27, 2024","2024.1373",Slovenia,Jordan,"Sweet pepper","Fruits and vegetables","Proquinazid - pesticide residues","Pesticide residues"
"Feb 27, 2024","2024.1372",Belgium,Spain,"Carnitine supplement","Dietetic foods, food supplements and fortified foods",,
"Feb 27, 2024","2024.1369",Italy,Italy,"Frozen bust hens","Poultry meat and poultry meat products","Salmonella Enteritidis - pathogenic micro-organisms","Pathogenic micro-organisms"
"Feb 27, 2024","2024.1367",France,India,Rice,"Cereals and bakery products","Thiamethoxam - pesticide residues; Tricyclazole - unauthorised substance - pesticide residues","Pesticide residues; Pesticide residues"
"Feb 27, 2024","2024.1366",France,Vietnam,Peppers,"Herbs and spices","Chlorfenapyr - pesticide residues","Pesticide residues"
"Feb 27, 2024","2024.1365",France,Uganda,Peppers,"Herbs and spices","Carbendazim - unauthorised substance - pesticide residues; Thiophanate-methyl - pesticide residues","Pesticide residues; Pesticide residues"
"Feb 26, 2024","2024.1358",Germany,Germany,"Rapeseed meal","Feed materials","Salmonella - pathogenic micro-organisms","Pathogenic micro-organisms"
"Feb 26, 2024","2024.1357",Belgium,Netherlands,"Raw Pet Food for dogs","Pet food","Salmonella spp. - pathogenic micro-organisms","Pathogenic micro-organisms"
"Feb 26, 2024","2024.1355",Netherlands,Vietnam,"Ramen Noodles","Other food product / mixed",,
"Feb 26, 2024","2024.1354",France,France,KEFIR,"Milk and milk products",,
"Feb 26, 2024","2024.1353",Sweden,Sweden,"Food Supplement","Dietetic foods, food supplements and fortified foods",,
"Feb 26, 2024","2024.1352",Germany,Nigeria,Sesame,"Nuts, nut products and seeds","Chlorate - unauthorised substance - pesticide residues","Pesticide residues"
"Feb 26, 2024","2024.1351",Germany,Iran,Pistachios,"Nuts, nut products and seeds","Aflatoxin B1 - mycotoxins; Aflatoxin total - mycotoxins","Mycotoxins; Mycotoxins"
"Feb 26, 2024","2024.1350",Germany,Austria,"CBD oil","Dietetic foods, food supplements and fortified foods","Tetrahydrocanabinol (THC) - biological contaminants; Tetrahydrocanabinol (THC) - biological contaminants; Cannabidiol (CBD) - unauthorised novel food ingredient - novel food","Biological contaminants; Biological contaminants; Novel food"
"Feb 26, 2024","2024.1337",France,"West Bank and Gaza Strip","Hummus with green pepper sauce","Prepared dishes and snacks","Listeria monocytogenes - pathogenic micro-organisms","Pathogenic micro-organisms"
"Feb 26, 2024","2024.1336",Spain,India,"ACCESORIOS MASTICABLES PARA PERROS / DOG CHEWS","Pet food","Enterobacteriaceae - high count - non-pathogenic micro-organisms","Non-pathogenic micro-organisms"
"Feb 26, 2024","2024.1332",Belgium,Peru,"Table grapes","Fruits and vegetables","Abamectin - pesticide residues","Pesticide residues"
"Feb 26, 2024","2024.1331",France,France,"Chia seeds","Other food product / mixed","Ethylene oxide - pesticide residues","Pesticide residues"
"Feb 26, 2024","2024.1330",Germany,Nigeria,"Peeled sesame seeds","Nuts, nut products and seeds","Chlorate - unauthorised substance - pesticide residues","Pesticide residues"
"Feb 26, 2024","2024.1327",France,Vietnam,"Chilli peppers","Herbs and spices","Chlorfenapyr - pesticide residues","Pesticide residues"
"Feb 26, 2024","2024.1325",Netherlands,"United States",Peanuts,"Nuts, nut products and seeds","Aflatoxins B1 - mycotoxins; Aflatoxin total - mycotoxins","Mycotoxins; Mycotoxins"
"Feb 26, 2024","2024.1324",Poland,Ukraine,"Cukier biały// white sugar","Other food product / mixed","Fragments metal - foreign bodies","Foreign bodies"
"Feb 26, 2024","2024.1319",France,Kenya,"Green beans","Fruits and vegetables","Acephate - unauthorised substance - pesticide residues; Methamidophos - unauthorised substance - pesticide residues","Pesticide residues; Pesticide residues"
"Feb 26, 2024","2024.1316",Austria,Chile,"Räucherforellenfilet /// smoked trout fillet","Fish and products thereof","Listeria monocytogenes - pathogenic micro-organisms","Pathogenic micro-organisms"
"Feb 26, 2024","2024.1315",France,China,"Green tea (not fermented) in immediate packings of a content not exceeding 3|kg","Cocoa and cocoa preparations, coffee and tea","Lambda-cyhalothrin - pesticide residues; Dinotefuran - unauthorised substance - pesticide residues; Diafenthiuron - unauthorised substance - pesticide residues","Pesticide residues; Pesticide residues; Pesticide residues"
"Feb 26, 2024","2024.1314",Portugal,Portugal,Molasses,"Other food product / mixed",,
"Feb 26, 2024","2024.1313",Italy,Serbia,"More congelate pronte da cuocere/Frozen blackberries ready to cook","Fruits and vegetables","Norovirus - pathogenic micro-organisms","Pathogenic micro-organisms"
"Feb 26, 2024","2024.1311",France,"Türkiye","Dried Figs","Fruits and vegetables","Aflatoxin total - mycotoxins",Mycotoxins
"Feb 26, 2024","2024.1310",France,"Türkiye","Dried Figs","Fruits and vegetables","Aflatoxin B1 - mycotoxins; Aflatoxin total - mycotoxins","Mycotoxins; Mycotoxins"
"Feb 26, 2024","2024.1309",Bulgaria,"Türkiye","Navel oranges","Fruits and vegetables","Chlorpyrifos-methyl - unauthorised substance - pesticide residues","Pesticide residues"
"Feb 26, 2024","2024.1308",France,"Türkiye","Dried Figs","Fruits and vegetables","Aflatoxin B1 - mycotoxins; Aflatoxin total - mycotoxins","Mycotoxins; Mycotoxins"
"Feb 26, 2024","2024.1307",Bulgaria,"Türkiye","Lemons (Citrus limon, Citrus limonum)","Fruits and vegetables","Chlorpyrifos - pesticide residues","Pesticide residues"
"Feb 26, 2024","2024.1306",Bulgaria,"Türkiye","Lemons (Citrus limon, Citrus limonum)","Fruits and vegetables","Chlorpyrifos-methyl - unauthorised substance - pesticide residues","Pesticide residues"
"Feb 26, 2024","2024.1304",Netherlands,Egypt,Oranges,"Fruits and vegetables","Dimethoate - pesticide residues","Pesticide residues"
"Feb 26, 2024","2024.1303",Netherlands,India,Cumin,"Herbs and spices","Chlorpyriphos-ethyl - pesticide residues","Pesticide residues"
"Feb 26, 2024","2024.1300",Italy,India,"FRESH PEPPERS (CAPSICUM SPP)","Fruits and vegetables","Ethion - pesticide residues","Pesticide residues"
"Feb 26, 2024","2024.1299",Italy,Bangladesh,"Beans (Lablab purpureus)","Fruits and vegetables","Chlorfenapyr - unauthorised substance - pesticide residues; Chlorpyrifos - unauthorised substance - pesticide residues; Fenpropathrin - pesticide residues","Pesticide residues; Pesticide residues; Pesticide residues"
"Feb 23, 2024","2024.1295",Italy,Bangladesh,"Beans (Lablab purpureus)","Fruits and vegetables","Carbofuran - pesticide residues; Chlorfenapyr - pesticide residues; Fenpropathrin - pesticide residues; Chlorpyrifos - unauthorised substance - pesticide residues","Pesticide residues; Pesticide residues; Pesticide residues; Pesticide residues"
